product_id,sales,view_count
5873333,50,2900
5873332,400,6500
5864282,50,3500
5815348,400,3200
5755618,400,1600
5721310,300,6700
5671240,200,7600
5661628,400,15000
5698171,100,7900
6067441,100,2600
6403694,50,5500
5906355,200,8900
5824387,200,4500
5906354,400,11000
5698174,100,16000
5983733,100,1800
5661619,1000,30000
6381731,100,7600
5820416,500,17000
5983366,600,20000
6299855,100,16000
5698169,100,6100
5698181,300,16000
5661620,1100,20000
6061012,100,4500
6135736,50,2400
5934781,200,3600
5824385,300,11000
5698191,100,1900
5795973,100,6600
6386646,100,20000
5698187,100,13000
5661629,100,9200
5895420,50,4800
5698183,200,6400
5661662,50,6400
5885814,100,4000
5869204,200,5300
5626723,400,5100
5906356,100,5300
5860539,2300,9700
5698170,50,3200
6244864,50,900
5661630,50,6400
5996279,50,2800
5938992,50,2000
5848882,200,6300
5698185,300,8700
5699913,50,5400
6178629,50,1900
5698182,400,20000
6023026,100,4000
6000999,50,1100
5661624,200,16000
5661617,600,18000
6182664,50,5400
5698184,200,5500
6266316,200,9500
6266331,50,7400
5661625,200,7700
5661661,100,8100
6210163,50,8800
5698176,100,12000
5768112,100,5800
5698175,200,18000
5626722,500,5300
5698168,50,4500
5824386,100,3000
5661621,500,6800
6386797,100,20000
6122836,300,9200
5882410,50,7600
5795974,50,5200
5795871,200,4700
5795874,100,3800
5795872,100,7400
5935862,50,800
5936309,50,18000
5820417,300,20000
5885537,300,5700
5698189,100,4700
5795897,100,20000
6044326,200,16000
5996783,50,8000
5698178,100,19000
6182661,50,7500
6299861,100,12000
6107061,50,5400
5699914,50,5600
6149113,50,7000
6386768,50,11000
5698179,100,5600
5698186,50,8400
5895425,50,4600
5979979,400,5600
5925968,200,6400
5820418,50,6700
6266327,50,4400
5875753,50,450
6077337,50,8400
6020342,100,3100
5938993,100,2600
5795898,100,7900
6108904,50,7000
5887425,50,3000
5698177,200,6900
5661622,200,4500
5795942,200,10000
5661623,100,4900
6149411,100,4300
6084074,100,4700
6061032,50,2800
6121448,50,2200
5937779,50,2300
6182588,200,3300
6043072,100,2200
6017115,100,4500
5983369,100,5000
5698180,50,3100
6296528,50,5000
5935836,100,1700
5901754,200,2400
6278994,100,3500
6061015,100,4600
6182590,100,2300
6150910,100,7900
6075491,100,2500
6266313,50,2100
6081823,100,2300
6032207,100,3100
6015421,50,1900
6007612,50,2300
5910325,50,6800
5698172,100,2900
6121407,50,3200
6084073,100,4400
5929494,100,4400
5886005,50,1600
5885538,50,2700
6054272,100,4200
6039223,100,5100
6067437,50,1800
6044400,50,1700
5698190,50,1900
6241197,50,3100
6225871,50,4500
5983686,50,2900
5934768,100,3000
5897111,50,1900
5889038,50,1400
5698173,50,1300
6182592,50,3700
6084234,50,950
6009020,100,1700
6000623,100,3300
5935832,300,3500
5768111,100,3500
6290345,100,3300
6290152,300,7900
6168821,50,2600
6150940,50,5200
6000624,100,3800
5795905,50,2400
5860541,500,3800
5980734,50,1700
5901751,200,2100
5901390,50,750
5888858,50,1400
5795943,100,4700
5698192,100,3600
6149397,50,1200
6061389,50,900
6061026,50,1300
6032103,50,1600
5993257,50,4100
5980747,50,1400
5949835,50,1800
5901750,200,2000
5885805,50,3500
6026208,50,2800
5934785,50,1400
5930716,50,2200
5905799,100,2200
5835463,50,2500
