height,weight,size
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
162.0,51.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
161.0,65.0,M
161.0,65.0,M
161.0,65.0,M
161.0,65.0,M
161.0,65.0,M
161.0,65.0,M
161.0,65.0,M
161.0,65.0,M
161.0,65.0,M
161.0,65.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
161.0,65.0,M
161.0,65.0,M
161.0,65.0,M
161.0,65.0,M
161.0,65.0,M
161.0,65.0,M
161.0,65.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
163.0,57.0,M
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
179.0,79.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
177.0,77.0,XL
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
168.0,60.0,M
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
165.0,64.0,XL
163.0,47.0,S
163.0,47.0,S
163.0,47.0,S
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
170.0,60.0,L
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
180.0,86.0,XL
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
175.0,66.0,L
163.0,48.0,S
163.0,48.0,S
163.0,48.0,S
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
165.0,54.0,S
165.0,54.0,S
165.0,54.0,S
165.0,54.0,S
165.0,54.0,S
165.0,54.0,S
165.0,54.0,S
165.0,54.0,S
162.0,48.0,S
162.0,48.0,S
162.0,48.0,S
162.0,48.0,S
162.0,48.0,S
162.0,48.0,S
162.0,48.0,S
162.0,48.0,S
162.0,48.0,S
162.0,48.0,S
162.0,48.0,S
160.0,56.0,M
160.0,56.0,M
160.0,56.0,M
160.0,56.0,M
162.0,70.0,L
162.0,70.0,L
162.0,70.0,L
160.0,56.0,M
160.0,56.0,M
160.0,56.0,M
160.0,56.0,M
162.0,70.0,L
162.0,70.0,L
162.0,70.0,L
162.0,70.0,L
162.0,70.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
160.0,56.0,M
160.0,56.0,M
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
160.0,56.0,M
160.0,56.0,M
160.0,56.0,M
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
160.0,56.0,M
160.0,56.0,M
160.0,56.0,M
160.0,56.0,M
162.0,48.0,S
162.0,48.0,S
162.0,48.0,S
162.0,48.0,S
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
166.0,50.0,S
166.0,50.0,S
166.0,50.0,S
166.0,50.0,S
166.0,50.0,S
162.0,70.0,L
162.0,70.0,L
162.0,70.0,L
162.0,70.0,L
162.0,70.0,L
160.0,47.0,S
160.0,47.0,S
160.0,47.0,S
160.0,47.0,S
164.0,56.0,M
164.0,56.0,M
164.0,56.0,M
164.0,56.0,M
165.0,54.0,S
165.0,54.0,S
165.0,54.0,S
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
157.0,43.0,S
157.0,43.0,S
157.0,43.0,S
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
157.0,43.0,S
157.0,43.0,S
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
172.0,66.0,L
172.0,66.0,L
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
172.0,66.0,L
172.0,66.0,L
171.0,62.0,L
171.0,62.0,L
171.0,62.0,L
171.0,62.0,L
171.0,62.0,L
171.0,62.0,L
171.0,62.0,L
171.0,62.0,L
171.0,62.0,L
171.0,62.0,L
171.0,62.0,L
172.0,66.0,L
172.0,66.0,L
172.0,66.0,L
172.0,66.0,L
171.0,62.0,L
171.0,62.0,L
171.0,62.0,L
171.0,62.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
158.0,50.0,S
158.0,50.0,S
158.0,50.0,S
158.0,50.0,S
154.0,60.0,XL
154.0,60.0,XL
154.0,60.0,XL
154.0,60.0,XL
154.0,60.0,XL
158.0,50.0,S
158.0,50.0,S
158.0,50.0,S
158.0,50.0,S
157.0,48.0,S
157.0,48.0,S
157.0,48.0,S
157.0,48.0,S
158.0,50.0,S
158.0,50.0,S
158.0,50.0,S
158.0,50.0,S
157.0,56.0,M
157.0,56.0,M
157.0,44.0,S
157.0,44.0,S
157.0,44.0,S
157.0,44.0,S
157.0,44.0,S
171.0,62.0,L
171.0,62.0,L
171.0,62.0,L
171.0,62.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
168.0,80.0,XL
168.0,80.0,XL
168.0,80.0,XL
168.0,80.0,XL
168.0,80.0,XL
168.0,80.0,XL
168.0,80.0,XL
168.0,80.0,XL
168.0,80.0,XL
168.0,80.0,XL
168.0,80.0,XL
168.0,80.0,XL
168.0,80.0,XL
168.0,80.0,XL
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
160.0,47.0,S
160.0,47.0,S
160.0,47.0,S
160.0,47.0,S
160.0,47.0,S
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
165.0,54.0,S
165.0,54.0,S
165.0,54.0,S
161.0,41.0,XS
161.0,41.0,XS
161.0,41.0,XS
161.0,41.0,XS
161.0,41.0,XS
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
155.0,55.0,M
155.0,55.0,M
155.0,55.0,M
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
173.0,65.0,M
173.0,65.0,M
173.0,65.0,M
173.0,65.0,M
157.0,44.0,S
157.0,44.0,S
157.0,44.0,S
157.0,44.0,S
157.0,44.0,S
173.0,65.0,M
173.0,65.0,M
173.0,65.0,M
173.0,65.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,54.0,M
163.0,54.0,M
163.0,54.0,M
163.0,54.0,M
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
162.0,70.0,L
162.0,70.0,L
162.0,70.0,L
162.0,70.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
165.0,54.0,S
165.0,54.0,S
176.0,81.0,L
176.0,81.0,L
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
176.0,81.0,L
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
177.0,79.0,L
177.0,79.0,L
177.0,79.0,L
177.0,79.0,L
150.0,52.0,M
150.0,52.0,M
150.0,52.0,M
150.0,52.0,M
150.0,52.0,M
165.0,57.0,M
165.0,57.0,M
165.0,57.0,M
165.0,57.0,M
172.0,72.0,L
172.0,72.0,L
172.0,72.0,L
160.0,65.0,L
160.0,65.0,L
160.0,65.0,L
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
151.0,47.0,S
151.0,47.0,S
151.0,47.0,S
151.0,47.0,S
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
169.0,74.0,L
165.0,54.0,S
165.0,54.0,S
165.0,54.0,S
165.0,54.0,S
172.0,66.0,L
172.0,66.0,L
168.0,58.0,M
168.0,58.0,M
168.0,58.0,M
168.0,58.0,M
168.0,58.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
165.0,54.0,M
165.0,54.0,M
165.0,54.0,M
165.0,54.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
158.0,57.0,M
171.0,69.0,M
171.0,69.0,M
171.0,69.0,M
171.0,69.0,M
171.0,69.0,M
157.0,48.0,S
157.0,48.0,S
157.0,48.0,S
157.0,48.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
167.0,50.0,M
167.0,50.0,M
167.0,50.0,M
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
160.0,56.0,M
160.0,56.0,M
160.0,56.0,M
160.0,56.0,M
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
157.0,49.0,S
157.0,49.0,S
157.0,49.0,S
157.0,49.0,S
164.0,48.0,M
164.0,48.0,M
164.0,48.0,M
164.0,48.0,M
166.0,60.0,L
155.0,55.0,M
155.0,55.0,M
155.0,55.0,M
155.0,55.0,M
155.0,55.0,M
155.0,55.0,M
155.0,55.0,M
155.0,55.0,M
155.0,55.0,M
167.0,50.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,65.0,L
160.0,65.0,L
160.0,65.0,L
160.0,65.0,L
160.0,65.0,L
165.0,64.0,M
165.0,64.0,M
165.0,64.0,M
165.0,64.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
164.0,48.0,M
164.0,48.0,M
164.0,48.0,M
164.0,48.0,M
164.0,48.0,M
164.0,48.0,M
164.0,48.0,M
170.0,65.0,M
170.0,65.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
157.0,56.0,M
158.0,63.0,L
158.0,63.0,L
158.0,63.0,L
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
177.0,79.0,L
177.0,79.0,L
177.0,79.0,L
177.0,79.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
157.0,44.0,S
157.0,44.0,S
157.0,44.0,S
176.0,64.0,M
176.0,64.0,M
176.0,64.0,M
176.0,64.0,M
157.0,44.0,S
157.0,44.0,S
157.0,44.0,S
157.0,44.0,S
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
165.0,67.0,L
165.0,67.0,L
165.0,67.0,L
165.0,67.0,L
165.0,67.0,L
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
163.0,68.0,M
170.0,65.0,M
170.0,65.0,M
170.0,65.0,M
170.0,65.0,M
158.0,65.0,L
158.0,65.0,L
158.0,65.0,L
158.0,65.0,L
158.0,65.0,L
167.0,50.0,M
167.0,50.0,M
167.0,50.0,M
167.0,50.0,M
167.0,50.0,M
167.0,50.0,M
158.0,67.0,XL
158.0,67.0,XL
158.0,67.0,XL
158.0,67.0,XL
160.0,54.0,M
160.0,54.0,M
160.0,54.0,M
160.0,54.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
173.0,64.0,L
173.0,64.0,L
173.0,64.0,L
173.0,64.0,L
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
165.0,64.0,M
165.0,64.0,M
165.0,64.0,M
165.0,64.0,M
165.0,64.0,M
165.0,64.0,M
165.0,64.0,M
165.0,64.0,M
165.0,64.0,M
165.0,64.0,M
163.0,66.0,L
163.0,66.0,L
163.0,66.0,L
163.0,66.0,L
163.0,66.0,M
163.0,66.0,M
163.0,66.0,M
163.0,66.0,M
163.0,66.0,M
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
158.0,65.0,L
158.0,65.0,L
158.0,65.0,L
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
162.0,50.0,M
188.0,83.0,XL
188.0,83.0,XL
188.0,83.0,XL
188.0,83.0,XL
188.0,83.0,XL
162.0,66.0,XL
162.0,66.0,XL
162.0,66.0,XL
162.0,66.0,XL
162.0,66.0,XL
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
157.0,49.0,S
157.0,49.0,S
157.0,49.0,S
157.0,49.0,S
157.0,49.0,S
172.0,72.0,L
172.0,72.0,L
172.0,72.0,L
172.0,72.0,L
172.0,72.0,L
172.0,72.0,L
172.0,72.0,L
172.0,72.0,L
172.0,72.0,L
162.0,66.0,XL
162.0,66.0,XL
162.0,66.0,XL
162.0,66.0,XL
159.0,54.0,M
159.0,54.0,M
159.0,54.0,M
159.0,46.0,S
159.0,46.0,S
159.0,46.0,S
159.0,46.0,S
159.0,46.0,S
159.0,46.0,S
159.0,46.0,S
159.0,46.0,S
159.0,46.0,S
159.0,54.0,M
159.0,54.0,M
159.0,54.0,M
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
161.0,52.0,M
159.0,54.0,M
159.0,54.0,M
159.0,54.0,M
159.0,54.0,M
159.0,54.0,M
164.0,48.0,M
164.0,48.0,M
164.0,48.0,M
159.0,54.0,M
159.0,54.0,M
159.0,54.0,M
159.0,54.0,M
164.0,55.0,M
164.0,55.0,M
164.0,55.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
164.0,55.0,M
164.0,55.0,M
164.0,55.0,M
164.0,55.0,M
159.0,54.0,M
159.0,54.0,M
159.0,54.0,M
161.0,49.0,S
161.0,49.0,S
161.0,49.0,S
161.0,49.0,S
161.0,49.0,S
161.0,49.0,S
161.0,49.0,S
161.0,49.0,S
161.0,49.0,S
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
158.0,56.0,M
158.0,56.0,M
158.0,56.0,M
158.0,56.0,M
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
154.0,42.0,S
154.0,42.0,S
154.0,42.0,S
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
153.0,42.0,S
153.0,42.0,S
153.0,42.0,S
153.0,42.0,S
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
164.0,48.0,M
164.0,48.0,M
164.0,48.0,M
164.0,48.0,M
164.0,48.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
169.0,64.0,L
169.0,64.0,L
169.0,64.0,L
169.0,64.0,L
169.0,64.0,L
174.0,63.0,L
174.0,63.0,L
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
173.0,65.0,M
173.0,65.0,M
173.0,65.0,M
173.0,65.0,M
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
168.0,53.0,S
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
160.0,52.0,M
165.0,54.0,M
165.0,54.0,M
165.0,54.0,M
165.0,54.0,M
165.0,54.0,M
165.0,54.0,M
165.0,54.0,M
165.0,54.0,M
165.0,54.0,M
165.0,57.0,S
165.0,57.0,S
165.0,57.0,S
165.0,57.0,S
173.0,70.0,M
173.0,70.0,M
173.0,70.0,M
168.0,62.0,L
168.0,62.0,L
168.0,62.0,L
161.0,50.0,M
161.0,50.0,M
161.0,50.0,M
154.0,42.0,S
154.0,42.0,S
154.0,42.0,S
154.0,42.0,S
154.0,42.0,S
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
170.0,70.0,L
173.0,79.0,L
173.0,79.0,L
173.0,79.0,L
162.0,48.0,S
162.0,48.0,S
173.0,70.0,M
173.0,70.0,M
173.0,70.0,M
173.0,70.0,M
173.0,70.0,M
173.0,70.0,M
173.0,70.0,M
173.0,70.0,M
173.0,70.0,M
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
161.0,55.0,S
175.0,75.0,L
175.0,75.0,L
175.0,75.0,L
175.0,75.0,L
175.0,75.0,L
166.0,46.0,S
166.0,46.0,S
166.0,46.0,S
166.0,46.0,S
166.0,46.0,S
166.0,46.0,S
166.0,46.0,S
166.0,46.0,S
166.0,46.0,S
177.0,70.0,L
177.0,70.0,L
177.0,70.0,L
167.0,56.0,M
167.0,56.0,M
167.0,56.0,M
167.0,56.0,M
167.0,56.0,M
177.0,70.0,L
177.0,70.0,L
177.0,70.0,L
177.0,70.0,L
177.0,70.0,L
177.0,70.0,L
177.0,70.0,L
177.0,70.0,L
177.0,70.0,L
167.0,56.0,M
167.0,56.0,M
167.0,56.0,M
167.0,56.0,M
157.0,53.0,S
157.0,53.0,S
157.0,53.0,S
157.0,53.0,S
168.0,58.0,L
168.0,58.0,L
168.0,58.0,L
168.0,58.0,L
168.0,58.0,L
163.0,56.0,M
163.0,56.0,M
167.0,69.0,L
167.0,69.0,L
167.0,69.0,L
168.0,58.0,L
168.0,58.0,L
